@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
203,'2019/04/30 13:05:45:146',18,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.143928,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3
204,'2019/04/30 13:05:45:146',18,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,3.435517,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,3
205,'2019/04/30 13:05:45:170',18,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,2.917897,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,3
206,'2019/04/30 13:05:45:187',18,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.636801,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,3
207,'2019/04/30 13:05:45:219',18,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,5.277772,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,3
208,'2019/04/30 13:05:45:219',18,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,3.860219,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,3
209,'2019/04/30 13:05:45:236',18,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,1.463782,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,3
210,'2019/04/30 13:05:45:255',18,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,1.574532,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,3
211,'2019/04/30 13:05:45:273',18,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,1.871125,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,3
212,'2019/04/30 13:05:45:306',18,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,3.021136,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,3
213,'2019/04/30 13:05:45:307',18,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,3.021136,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,3
214,'2019/04/30 13:05:45:323',18,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,5.6174,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,3
215,'2019/04/30 13:05:45:358',18,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,5.639075,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,3
216,'2019/04/30 13:05:45:359',18,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,4.036304,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,3
217,'2019/04/30 13:05:45:376',18,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,4.036304,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,3
218,'2019/04/30 13:05:45:399',18,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,0.98627,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,3
219,'2019/04/30 13:05:45:399',18,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.330253,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,3
220,'2019/04/30 13:05:45:424',18,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-4.289307,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,3
221,'2019/04/30 13:05:45:443',18,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-4.452902,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,3
222,'2019/04/30 13:05:45:478',18,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,-4.508452,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,3
223,'2019/04/30 13:05:45:478',18,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,-4.503079,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,3
224,'2019/04/30 13:05:45:496',18,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,-3.77695,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,3
225,'2019/04/30 13:05:45:511',18,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,-2.587086,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,3
226,'2019/04/30 13:05:45:529',18,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,-2.032376,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,3
227,'2019/04/30 13:05:45:546',18,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,-1.318682,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,3
228,'2019/04/30 13:05:45:564',18,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,-2.132962,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,3
229,'2019/04/30 13:05:45:580',18,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,-2.56689,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,3
230,'2019/04/30 13:05:45:597',18,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,-1.430646,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,3
231,'2019/04/30 13:05:45:616',18,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,-0.633906,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,3
232,'2019/04/30 13:05:45:632',18,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.292469,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,3
233,'2019/04/30 13:05:45:653',18,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,2.100637,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,3
234,'2019/04/30 13:05:45:680',18,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,2.280574,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,3
235,'2019/04/30 13:05:45:680',18,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,2.196674,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,3
236,'2019/04/30 13:05:45:698',18,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,1.69522,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,3
237,'2019/04/30 13:05:45:727',18,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,0.545038,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,3
238,'2019/04/30 13:05:45:727',18,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,0.411824,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,3
239,'2019/04/30 13:05:45:745',18,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,0.021651,0.710168,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,0.021651,3
240,'2019/04/30 13:05:45:762',18,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,0.021651,-0.108918,0.400067,0.527534,0.596622,0.47346,0.414811,0.265639,-0.210621,-0.06602,0.021651,-0.108918,3
